Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
344,Ja Morant\moranja01,PG,20,MEM,60,60,1812,10.3,21.2,0.487,1.3,3.8,0.356,9,17.4,0.515,5.4,7,0.776,1.2,4.3,5.5,10.8,1.4,0.4,5,2.3,27.4
345,Juwan Morgan\morgaju01,PF,22,UTA,17,0,81,6,11.4,0.526,0.6,3.6,0.167,5.4,7.8,0.692,1.2,1.2,1,3.6,9,12.6,1.2,0,0.6,1.8,4.8,13.8
346,Marcus Morris\morrima03,SF-PF,30,TOT,57,57,1772,9,20.8,0.431,3.7,9,0.407,5.3,11.8,0.449,4.7,5.7,0.823,1.5,6.3,7.8,2.1,1.1,0.8,2.5,4.6,26.3
346,Marcus Morris\morrima03,SF,30,NYK,43,43,1387,9.9,22.3,0.442,4.1,9.3,0.439,5.8,13.1,0.444,5.7,7,0.823,1.7,6.5,8.2,2.1,1.2,0.6,2.6,4.5,29.5
346,Marcus Morris\morrima03,PF,30,LAC,14,14,385,5.9,15.6,0.378,2.2,8,0.277,3.7,7.6,0.484,1.1,1.3,0.818,0.9,5.5,6.4,2.3,1,1.3,2.2,4.8,15.1
347,Markieff Morris\morrima02,PF,30,TOT,54,16,1119,8.4,19,0.441,3.5,9.4,0.377,4.9,9.6,0.505,2.8,3.6,0.783,1.5,7.3,8.8,3.2,1.3,0.7,3.3,5.3,23.2
347,Markieff Morris\morrima02,PF,30,DET,44,16,988,8.7,19.4,0.45,3.7,9.4,0.397,5,10,0.5,3,3.9,0.772,1.2,7.4,8.6,3.4,1.3,0.5,3.5,5.2,24.2
347,Markieff Morris\morrima02,PF,30,LAL,10,0,131,6.2,16.7,0.37,2.2,9.4,0.231,4,7.3,0.55,1.5,1.5,1,4,6.2,10.2,1.8,1.5,1.8,1.8,6.2,16
348,Monte Morris\morrimo01,PG,24,DEN,66,9,1430,7.8,17,0.458,1.9,5,0.37,5.9,11.9,0.496,2,2.4,0.829,0.7,3.3,4,8.1,1.8,0.6,1.7,2.3,19.4
349,Johnathan Motley\motlejo01,PF,24,LAC,13,0,41,12.6,17.2,0.733,1.1,1.1,1,11.5,16.1,0.714,5.7,8,0.714,3.4,8,11.5,9.2,3.4,0,5.7,6.9,32.2
350,Emmanuel Mudiay\mudiaem01,PG,23,UTA,50,1,781,8.6,18.5,0.466,1.7,4.9,0.342,6.9,13.5,0.512,3.6,4.7,0.76,1.1,6.4,7.5,6.7,1.4,0.6,4.2,4.1,22.5
351,Mychal Mulder\muldemy01,SG,25,GSW,7,3,204,6.1,15.7,0.388,3.8,12.2,0.308,2.3,3.5,0.667,2.1,2.8,0.75,0.7,4.7,5.4,1.9,0.5,0.2,1.2,4.7,18.1
352,Dejounte Murray\murrade01,PG,23,SAS,59,51,1468,8.5,17.9,0.474,1.1,3,0.38,7.4,14.9,0.493,2.5,3.1,0.798,2.2,8.9,11.1,7.9,3.3,0.5,3.6,4.3,20.6
353,Jamal Murray\murraja01,PG,22,DEN,55,55,1804,10.5,23.2,0.455,2.9,8.3,0.345,7.7,14.8,0.517,4.3,4.8,0.893,1.1,4.8,5.9,7.3,1.8,0.4,3.4,2.7,28.3
354,Džanan Musa\musadz01,SF,20,BRK,36,0,414,6,16.2,0.369,1.8,7.6,0.242,4.1,8.6,0.48,3.8,5,0.75,2.2,6.2,8.4,3.7,1.5,0.1,3.6,3,17.5
355,Mike Muscala\muscami01,C,28,OKC,42,0,495,6.3,15.8,0.398,4.2,11.9,0.355,2.1,3.9,0.525,1.8,2.2,0.818,1.3,8,9.2,3.3,0.8,1.1,1.4,5.1,18.6
356,Sviatoslav Mykhailiuk\mykhasv01,SF,22,DET,56,27,1265,6.5,15.7,0.41,4.5,11.1,0.404,2,4.7,0.425,2.2,2.7,0.814,0.7,3.4,4,4.1,1.6,0.2,2.4,3.4,19.6
357,Abdel Nader\naderab01,SF,26,OKC,49,5,759,6.5,14.2,0.457,2.5,6.7,0.371,4,7.4,0.534,3.1,4,0.774,0.9,4.9,5.8,2.2,1.3,1.3,2.3,4.2,18.5
358,Larry Nance Jr.\nancela02,C,27,CLE,56,10,1472,7.6,14.2,0.531,1.9,5.3,0.352,5.7,9,0.636,1.7,2.4,0.676,3.5,10,13.5,4.1,1.9,0.7,2,3,18.6
359,Shabazz Napier\napiesh01,PG,28,TOT,52,31,1261,6.4,15.7,0.408,2.7,8.4,0.317,3.8,7.3,0.513,4.4,5.3,0.826,0.9,4.6,5.5,9.4,2.5,0.4,4.2,3.5,19.9
359,Shabazz Napier\napiesh01,PG,28,MIN,36,22,856,6.2,15.3,0.403,2.5,8.6,0.296,3.6,6.7,0.54,3.9,4.8,0.818,0.9,5,6,10.1,2.2,0.4,4.1,3.4,18.8
359,Shabazz Napier\napiesh01,PG,28,WAS,16,9,405,6.9,16.5,0.42,2.9,7.8,0.368,4,8.6,0.467,5.4,6.5,0.839,0.9,3.6,4.5,7.9,3.1,0.3,4.5,3.8,22.1
360,Raul Neto\netora01,PG,27,PHI,50,3,585,6.6,14.8,0.449,2.3,6,0.389,4.3,8.8,0.491,2.2,2.6,0.839,0.9,3.6,4.5,6.6,1.9,0.4,3.5,3.7,17.8
361,Malik Newman\newmama01,SG,22,CLE,1,0,4,0,24.3,0,0,12.2,0,0,12.2,0,24.3,24.3,1,0,0,0,0,0,0,12.2,0,24.3
362,Georges Niang\niangge01,PF,26,UTA,60,0,811,7.4,16.9,0.438,4.7,11.7,0.4,2.7,5.2,0.523,1.1,1.3,0.864,0.8,5.9,6.7,2.2,0.8,0.3,1.6,4,20.6
363,Joakim Noah\noahjo01,C,34,LAC,2,0,17,0,2.8,0,0,0,,0,2.8,0,13.9,16.6,0.833,8.3,13.9,22.2,5.5,0,2.8,5.5,16.6,13.9
364,Nerlens Noel\noelne01,C,25,OKC,56,6,1031,8.3,12,0.686,0,0.1,0.333,8.2,11.9,0.69,3.6,4.7,0.76,4,9.1,13.1,2.5,2.6,4.1,2.6,6.8,20.2
365,Zach Norvell\norveza01,SG,22,TOT,5,0,41,3.5,14,0.25,3.5,9.3,0.375,0,4.7,0,1.2,1.2,1,0,7,7,3.5,2.3,0,3.5,4.7,11.7
365,Zach Norvell\norveza01,SG,22,LAL,2,0,5,0,9.5,0,0,0,,0,9.5,0,0,0,,0,9.5,9.5,0,0,0,0,0,0
365,Zach Norvell\norveza01,SG,22,GSW,3,0,36,4,14.6,0.273,4,10.6,0.375,0,4,0,1.3,1.3,1,0,6.6,6.6,4,2.7,0,4,5.3,13.3
366,Jaylen Nowell\nowelja01,SG,20,MIN,15,0,151,5.8,16.3,0.358,0.9,8,0.115,4.9,8.3,0.593,4.9,5.2,0.941,0.9,3.1,4,5.8,0.9,0.3,0.9,3.4,17.5
367,Frank Ntilikina\ntilila01,PG,21,NYK,57,26,1187,5.4,13.7,0.393,1.8,5.6,0.321,3.6,8,0.444,2.1,2.4,0.864,0.9,4,5,7.1,2.2,0.7,2.9,5.8,14.6
368,Kendrick Nunn\nunnke01,SG,24,MIA,63,63,1868,10.1,22.4,0.45,3.5,9.5,0.363,6.7,12.9,0.515,2,2.4,0.837,0.5,4,4.5,5.6,1.3,0.3,2.7,3.8,25.7
369,Jusuf Nurkić\nurkiju01,C,25,POR,1,1,33,7.2,15.9,0.455,0,1.4,0,7.2,14.4,0.5,11.6,11.6,1,2.9,10.1,13,7.2,2.9,8.7,5.8,8.7,26
370,David Nwaba\nwabada01,SF,27,BRK,20,0,268,6.5,12.6,0.521,2.1,5,0.429,4.4,7.6,0.581,3.2,4.8,0.667,1.4,6.5,8,1.4,1.9,2.1,1.4,5.7,18.4
371,Royce O'Neale\onealro01,PF,26,UTA,66,57,1916,3.8,8.6,0.442,2.2,5.6,0.387,1.6,2.9,0.548,1,1.3,0.745,0.6,8.4,9,4.3,1.3,0.7,1.4,4.8,10.7
372,Kyle O'Quinn\oquinky01,C,29,PHI,26,1,258,6.6,13.6,0.486,1.3,4.3,0.304,5.3,9.2,0.571,1.9,3.6,0.526,6,12.4,18.4,6.6,0.9,4.1,3.4,6.6,16.4
373,Semi Ojeleye\ojelese01,PF,25,BOS,62,5,906,3.5,8.5,0.409,1.9,5.2,0.367,1.5,3.3,0.475,1.3,1.5,0.893,1.3,5.4,6.7,1.7,1,0.3,0.6,3.6,10.2
374,Jahlil Okafor\okafoja01,C,24,NOP,28,9,424,9.6,15.7,0.611,0.1,0.2,0.5,9.5,15.5,0.613,4,6.3,0.638,5,8,13,3.9,0.8,2.1,3.9,6.9,23.3
375,Elie Okobo\okoboel01,PG,22,PHO,54,3,707,4.8,12.1,0.398,1.7,4.8,0.352,3.1,7.4,0.427,3.1,4.5,0.687,1.1,4.8,5.9,7.6,1.6,0.3,2.5,3.5,14.4
376,Josh Okogie\okogijo01,SG,21,MIN,62,28,1547,5.1,11.9,0.427,1.2,4.6,0.266,3.9,7.3,0.529,4.6,5.7,0.796,2.6,5.4,8,3,2,0.8,2.6,4.2,16
377,KZ Okpala\okpalkz01,SF,20,MIA,5,0,26,5.6,9.4,0.6,0,1.9,0,5.6,7.5,0.75,1.9,3.8,0.5,1.9,7.5,9.4,1.9,3.8,1.9,1.9,3.8,13.2
378,Victor Oladipo\oladivi01,SG,27,IND,14,11,369,9.1,23.1,0.394,3,9.9,0.307,6.1,13.2,0.46,4.4,5.7,0.767,1.2,5.1,6.3,5.4,1.6,0.4,4.1,2.9,25.6
379,Kelly Olynyk\olynyke01,C,28,MIA,60,6,1113,7,14.4,0.485,3.7,8.4,0.44,3.3,6,0.547,3.1,3.6,0.854,1.7,9.9,11.6,4.4,1.7,0.8,2.9,6.5,20.7
380,Miye Oni\onimi01,SG,22,UTA,6,0,16,3,15.2,0.2,3,9.1,0.333,0,6.1,0,0,0,,3,9.1,12.2,0,3,3,3,0,9.1
381,Cedi Osman\osmande01,SF,24,CLE,65,65,1910,6.8,15.5,0.437,3.1,8.2,0.383,3.6,7.3,0.497,1.6,2.4,0.67,1,4.9,5.9,3.9,1.4,0.4,2.3,4.1,18.3
382,Kelly Oubre Jr.\oubreke01,SF,24,PHO,56,55,1933,9.1,20.2,0.452,2.6,7.5,0.352,6.5,12.7,0.511,4.7,6,0.78,1.6,7.2,8.8,2.1,1.7,1,2,4.7,25.6
383,Tariq Owens\owensta01,PF,24,PHO,3,0,15,3.2,15.8,0.2,0,6.3,0,3.2,9.5,0.333,6.3,6.3,1,6.3,3.2,9.5,0,3.2,0,0,3.2,12.6
384,Jeremy Pargo\pargoje01,PG,33,GSW,3,0,44,12,23.9,0.5,3.3,7.6,0.429,8.7,16.3,0.533,0,1.1,0,1.1,2.2,3.3,8.7,1.1,0,4.4,8.7,27.2
385,Jabari Parker\parkeja01,PF,24,TOT,33,23,852,10.9,21.8,0.499,1.7,6.3,0.267,9.2,15.5,0.594,3,4.1,0.743,3,7.7,10.7,3.3,2.3,0.8,3.3,5.1,26.5
385,Jabari Parker\parkeja01,PF,24,ATL,32,23,837,11,21.9,0.504,1.7,6.4,0.27,9.3,15.5,0.601,3,4,0.736,3,7.6,10.6,3.2,2.3,0.8,3.3,5.2,26.7
385,Jabari Parker\parkeja01,PF,24,SAC,1,0,15,3.2,19.5,0.167,0,3.2,0,3.2,16.2,0.2,6.5,6.5,1,0,13,13,6.5,0,0,0,3.2,13
386,Chandler Parsons\parsoch01,SF,31,ATL,5,0,54,4.3,15.5,0.278,3.5,12.1,0.286,0.9,3.5,0.25,0,0,,0.9,5.2,6,2.6,3.5,0.9,2.6,2.6,12.1
387,Eric Paschall\pascher01,PF,23,GSW,60,26,1654,9.2,18.5,0.497,1.1,3.7,0.287,8.1,14.8,0.55,4.7,6.1,0.774,2.4,5.6,8,3.7,0.9,0.4,2.7,3.6,24.2
388,Anžejs Pasečņiks\pasecan01,C,24,WAS,24,0,405,6.5,12.2,0.528,0,0.2,0,6.5,12,0.538,3.7,6.2,0.593,4.5,6.9,11.4,2,0.9,1.4,2.5,7.5,16.6
389,Patrick Patterson\pattepa01,PF,30,LAC,53,18,651,5.7,14.2,0.403,4.1,10.7,0.385,1.6,3.5,0.458,2,2.5,0.794,2.2,7.1,9.3,2.5,0.4,0.2,1.3,3.3,17.5
390,Justin Patton\pattoju01,C,22,OKC,5,0,24,8.1,20.3,0.4,2,8.1,0.25,6.1,12.2,0.5,0,0,,2,8.1,10.1,4.1,0,0,4.1,8.1,18.3
391,Chris Paul\paulch01,PG,34,OKC,64,64,2030,9.6,19.6,0.491,2.4,6.7,0.364,7.2,12.9,0.558,5.5,6.1,0.901,0.5,7.1,7.6,10.4,2.4,0.2,3.4,3.4,27.2
392,Cameron Payne\payneca01,G,25,PHO,1,0,19,10,17.4,0.571,2.5,5,0.5,7.5,12.5,0.6,0,0,,0,7.5,7.5,5,5,2.5,2.5,0,22.4
393,Elfrid Payton\paytoel01,PG,25,NYK,45,36,1246,7.5,17.2,0.439,0.5,2.7,0.203,7,14.5,0.482,1.9,3.4,0.57,2,6.3,8.3,12.6,2.7,0.7,3.8,3.5,17.5
394,Gary Payton II\paytoga02,PG,27,WAS,29,17,432,5.2,12.5,0.414,1.4,5,0.283,3.8,7.6,0.5,0.4,0.9,0.5,2.8,5.8,8.6,5.2,3.6,0.8,2.2,5.8,12.2
395,Norvel Pelle\pelleno01,C,26,PHI,20,0,178,4.9,9.5,0.514,0,0,,4.9,9.5,0.514,1.6,3.3,0.5,4.4,12,16.4,1.9,0.3,6.8,3.5,10.6,11.5
396,Theo Pinson\pinsoth01,SG,24,BRK,33,0,365,5.8,20.1,0.29,1.9,10.4,0.188,3.9,9.7,0.4,1.9,2.1,0.938,1.3,5.7,7,7.3,2.2,0.5,4.3,4.5,15.6
397,Mason Plumlee\plumlma01,C,29,DEN,54,1,916,8.4,13.6,0.619,0,0.2,0,8.4,13.4,0.629,4,7.5,0.54,4.9,10.6,15.5,6.8,1.6,1.8,4,6.9,20.9
398,Jakob Poeltl\poeltja01,C,24,SAS,59,11,997,6.6,10.8,0.613,0,0,,6.6,10.8,0.613,1.8,3.7,0.487,5.2,10,15.2,5.1,1.5,4.1,2.2,4.8,15.1
399,Vincent Poirier\poirivi01,C,26,BOS,21,0,114,6.8,14,0.485,0.4,0.8,0.5,6.4,13.1,0.484,2.5,3,0.857,4.2,10.2,14.4,3,0.8,2.5,2.5,9.7,16.5
400,Shamorie Ponds\pondssh01,PG,21,TOR,4,0,11,13,21.7,0.6,4.3,8.7,0.5,8.7,13,0.667,8.7,8.7,1,0,4.3,4.3,8.7,0,4.3,0,8.7,39
401,Jordan Poole\poolejo01,SG,20,GSW,57,14,1274,6.3,18.9,0.333,2.8,10,0.279,3.5,8.9,0.392,3.6,4.5,0.798,0.3,4.1,4.4,5,1.3,0.4,2.8,3.5,18.9
402,Kevin Porter Jr.\porteke02,SF,19,CLE,50,3,1162,7.8,17.6,0.442,2.2,6.6,0.335,5.6,11,0.506,3.1,4.2,0.723,0.9,5.9,6.8,4.6,1.9,0.6,3.9,5.7,20.9
403,Michael Porter Jr.\portemi01,PF,21,DEN,49,2,695,10.3,21,0.49,3.2,7.8,0.409,7.1,13.2,0.538,2.4,3.1,0.773,3.8,10.4,14.2,2.7,1.4,1.4,2.7,5.7,26.2
404,Otto Porter\porteot01,SF,26,CHI,14,9,331,9,20.4,0.443,3.5,9,0.387,5.5,11.4,0.487,2.8,3.9,0.704,1.9,5.1,7,3.6,2.2,0.9,1.6,4.5,24.3
405,Bobby Portis\portibo01,C,24,NYK,66,5,1393,9.3,20.6,0.45,2.3,6.5,0.358,6.9,14.1,0.493,2.5,3.3,0.763,2.8,9,11.8,3.4,1.1,0.6,2.6,3.8,23.3
406,Kristaps Porziņģis\porzikr01,PF,24,DAL,52,52,1636,10.4,24.6,0.422,3.8,10.9,0.35,6.6,13.7,0.48,5.5,7.1,0.782,2.7,12.1,14.7,2.7,1.1,3.2,2.5,4.8,30.1
407,Dwight Powell\poweldw01,C,28,DAL,40,37,1061,6.7,10.4,0.638,0.5,1.8,0.256,6.2,8.7,0.716,3.4,5.1,0.667,3.4,6.9,10.3,2.7,1.5,1,1.6,4.6,17.1
408,Norman Powell\powelno01,SG,26,TOR,45,23,1293,9.7,19.5,0.496,3.5,8.9,0.392,6.2,10.6,0.583,4.1,4.9,0.841,0.8,5.1,5.9,2.9,2.1,0.6,2.4,3.5,26.9
409,Chasson Randle\randlch01,PG,26,GSW,3,0,40,0,4.8,0,0,2.4,0,0,2.4,0,6,7.2,0.833,0,2.4,2.4,6,2.4,0,0,3.6,6
410,Julius Randle\randlju01,PF,25,NYK,64,64,2080,10.8,23.5,0.46,1.5,5.4,0.277,9.3,18.1,0.515,6,8.2,0.733,3.5,11,14.6,4.6,1.2,0.5,4.5,4.2,29.2
411,Josh Reaves\reavejo02,SG,22,DAL,2,0,1,0,48.3,0,0,0,,0,48.3,0,0,0,,0,0,0,0,0,0,0,0,0
412,Cam Reddish\reddica01,SF,20,ATL,58,34,1551,6.4,16.6,0.384,2.5,7.5,0.332,3.9,9.1,0.428,3,3.8,0.802,1.1,5.4,6.5,2.6,1.9,0.8,2.9,4,18.3
413,J.J. Redick\redicjj01,SG,35,NOP,56,35,1468,8.2,18.2,0.449,5.1,11.2,0.451,3.1,7,0.446,4.9,5.4,0.907,0.3,4.2,4.5,3.5,0.6,0.3,2.2,2.8,26.4
414,Naz Reid\reidna01,C,20,MIN,30,11,495,9.4,22.8,0.412,3,9.1,0.33,6.4,13.7,0.466,3.5,5,0.698,3.2,8.4,11.6,3.3,1.8,2.1,2.1,7.8,25.2
415,Josh Richardson\richajo01,SG,26,PHI,49,47,1504,8,18.7,0.429,2.3,6.9,0.326,5.7,11.7,0.49,3.3,4.1,0.789,1.2,4,5.2,4.8,1.5,1.1,3,4,21.5
416,Austin Rivers\riverau01,SG,27,HOU,61,4,1422,6.1,14.4,0.423,2.7,7.7,0.356,3.3,6.7,0.5,2,3,0.67,0.8,3.9,4.7,3.2,1.4,0.3,1.1,3.7,16.9
417,Andre Roberson\roberan03,G-F,28,OKC,1,0,5,0,0,,0,0,,0,0,,0,0,,0,9.7,9.7,0,0,9.7,0,0,0
418,Duncan Robinson\robindu01,SF,25,MIA,66,61,1983,7.2,15.3,0.468,6.1,13.6,0.447,1.1,1.8,0.625,1.3,1.4,0.912,0.2,5.1,5.3,2.3,0.9,0.4,1.5,4.4,21.7
419,Glenn Robinson III\robingl02,SF,26,TOT,60,52,1743,7.7,15.9,0.486,2,5.3,0.387,5.7,10.6,0.535,2,2.3,0.867,2.1,5,7.2,2.6,1.5,0.4,1.5,2.7,19.5
419,Glenn Robinson III\robingl02,SF,26,GSW,48,48,1516,7.7,16,0.481,2.1,5.4,0.4,5.6,10.6,0.522,2,2.3,0.851,2.1,5.1,7.1,2.7,1.4,0.4,1.6,2.6,19.5
419,Glenn Robinson III\robingl02,SF,26,PHI,12,4,227,7.9,15.2,0.521,1.3,4.5,0.286,6.6,10.7,0.62,1.9,1.9,1,2.6,4.7,7.3,2.4,1.7,0.4,0.6,3.2,19
420,Jerome Robinson\robinje01,SG,22,TOT,56,4,780,4.9,13.5,0.364,2.1,6.6,0.318,2.8,6.9,0.409,1.3,1.9,0.688,0.5,5.9,6.4,4,1.4,0.8,2.2,5.2,13.3
420,Jerome Robinson\robinje01,SG,22,LAC,42,1,476,4.6,13.5,0.338,1.9,6.6,0.284,2.7,6.8,0.391,1.1,1.9,0.579,0.5,5.4,5.9,4.6,1.3,0.8,2.6,5.4,12.1
420,Jerome Robinson\robinje01,SG,22,WAS,14,3,304,5.5,13.7,0.404,2.5,6.6,0.372,3.1,7.1,0.435,1.7,2,0.846,0.6,6.6,7.2,3.1,1.5,0.9,1.5,4.8,15.2
421,Justin Robinson\robinju01,PG,22,WAS,9,0,49,4.8,11.4,0.417,2.9,4.8,0.6,1.9,6.7,0.286,0,0,,1,3.8,4.8,6.7,0,1,2.9,1.9,12.4
422,Mitchell Robinson\robinmi01,C,21,NYK,61,7,1412,8.7,11.8,0.742,0,0,,8.7,11.8,0.742,2.9,5.1,0.568,6.4,8.3,14.8,1.2,1.8,4.1,1.3,6.7,20.3
423,Isaiah Roby\robyis01,SF,21,OKC,3,0,11,0,4.4,0,0,0,,0,4.4,0,0,0,,0,8.9,8.9,0,0,0,4.4,4.4,0
424,Rajon Rondo\rondora01,PG,33,LAL,48,3,984,6.6,15.9,0.418,2,6,0.328,4.6,9.8,0.473,1.3,2,0.659,1.1,5.8,6.9,11.6,1.9,0.1,4.4,2.8,16.5
425,Derrick Rose\rosede01,PG,31,DET,50,15,1298,14,28.5,0.49,1.7,5.6,0.306,12.3,23,0.535,4.6,5.3,0.871,1,3.6,4.6,10.5,1.5,0.6,4.8,1.9,34.3
426,Terrence Ross\rosste01,SG,28,ORL,64,0,1746,8.9,21.9,0.406,4.6,12.8,0.354,4.4,9.1,0.48,3.8,4.5,0.846,0.4,5.4,5.8,2.1,2,0.6,1.7,2.7,26.2
427,Terry Rozier\roziete01,PG,25,CHO,63,63,2164,9.2,21.8,0.423,4,9.8,0.407,5.2,12,0.436,3.8,4.4,0.874,1.2,5.2,6.4,6,1.4,0.2,3.3,2.9,26.3
428,Ricky Rubio\rubiori01,PG,29,PHO,58,58,1831,6.6,16,0.413,1.7,4.9,0.351,4.9,11,0.44,4.7,5.5,0.858,1.1,5.8,6.9,13.3,2.4,0.2,4.1,3.8,19.6
429,D'Angelo Russell\russeda01,PG,23,TOT,45,45,1452,11.8,27.7,0.426,5.2,14.1,0.367,6.6,13.6,0.487,5.3,6.5,0.809,0.6,5.2,5.8,9.3,1.6,0.4,4.8,2.8,34
429,D'Angelo Russell\russeda01,PG,23,GSW,33,33,1060,12.3,28.7,0.43,5.4,14.5,0.374,6.9,14.2,0.487,5.1,6.5,0.785,0.6,4.9,5.5,9.3,1.4,0.4,4.6,2.9,35.2
429,D'Angelo Russell\russeda01,PG,23,MIN,12,12,392,10.3,25,0.412,4.5,13,0.345,5.8,12,0.485,5.7,6.5,0.873,0.4,6.2,6.5,9.4,2,0.5,5.4,2.6,30.8
430,Domantas Sabonis\sabondo01,C,23,IND,62,62,2159,10.3,19.1,0.54,0.4,1.5,0.254,9.9,17.6,0.565,4.8,6.7,0.723,4.3,13.1,17.4,7,1.1,0.7,3.8,4.4,25.9
431,Luka Šamanić\samanlu01,PF,20,SAS,1,0,12,0,16,0,0,8,0,0,8,0,0,0,,0,8,8,12,0,0,0,0,0
432,JaKarr Sampson\sampsja02,SF,26,IND,27,10,360,6.8,11.8,0.575,0.3,1.8,0.154,6.5,10,0.649,1.5,2.7,0.55,2.3,6.5,8.8,1.5,1.4,1.2,1.2,6.4,15.3
433,Dario Šarić\saricda01,PF,25,PHO,59,50,1469,7.1,15.3,0.464,2.4,7,0.346,4.7,8.3,0.564,2.7,3.3,0.842,2.9,8.4,11.3,3.6,1.1,0.5,2.4,4.4,19.4
434,Tomáš Satoranský\satorto01,PG,28,CHI,65,64,1878,6.1,14.1,0.43,1.6,5.1,0.322,4.4,9,0.491,2.7,3.1,0.876,1.9,4.6,6.5,9.1,2.1,0.2,3.3,3.5,16.5
435,Admiral Schofield\schofad01,SF,22,WAS,28,2,298,4.7,12.1,0.39,2.2,7.5,0.292,2.5,4.5,0.552,1.4,2,0.692,0.9,4.7,5.6,2.2,1.3,0.5,1.1,6.7,13
